overall_rating,rating_norm,rating_label,likes,like_sent_label,like_sent_score,dislikes,dislike_sent_label,dislike_sent_score,text_combined,text_sent_label,text_sent_score,consistency_label,rag_explanation,title,department,date
5.0,5.0,1,Yesterday speak various types  following,POSITIVE,1.0,Bonus,POSITIVE,1.0,yesterday speak various types following bonus,NEUTRAL,0.0,AMBIGUOUS,,Sales Executive,,5 Dec 2019
3.0,3.0,0,"Working culture is very bad. No work life balance.
U have to just follow the orders of Korean and your boss.
Senoir are insecure and they dont teach you anything.
No diversity among employees.
HR has no power.
Indian uses abusive language in the working places.",NEGATIVE,-1.0,,NEUTRAL,0.0,working culture is very bad. no work life balance. u have to just follow the orders of korean and your boss. senoir are insecure and they dont teach you anything. no diversity among employees. hr has no power. indian uses abusive language in the working places.,NEGATIVE,-1.0,AMBIGUOUS,,Accounts Executive,Accounting & Taxation Department,6 Jul 2019
3.0,3.0,0,"The company is open to innovation and readily adopts latest technology. I love that factor that I am a part of a team that markets reliable, high-quality products and a global client base.",POSITIVE,1.0,"Job security, work life, travel and politics etc.",POSITIVE,1.0,"the company is open to innovation and readily adopts latest technology. i love that factor that i am a part of a team that markets reliable, high-quality products and a global client base. job security, work life, travel and politics etc.",POSITIVE,1.0,AMBIGUOUS,,Procurement Buyer,Procurement Department,4 Mar 2019
5.0,5.0,1,Stress free work,POSITIVE,1.0,Leave Issue,NEGATIVE,-1.0,stress free work leave issue,NEUTRAL,0.0,AMBIGUOUS,,Store Sales Executive,Enterprise & B2B Sales Department,1 Aug 2018
4.0,4.0,1,"Work life balance,
Company policies.",POSITIVE,1.0,Learning.,POSITIVE,1.0,"work life balance, company policies. learning.",POSITIVE,0.75,GENUINE,,Senior Engineer,Engineering & Manufacturing Department,5 Jun 2022
3.0,3.0,0,Professional then others,POSITIVE,1.0,"Work like animals 
Staff behaviour is very bad towards to employees",NEGATIVE,-1.0,professional then others work like animals staff behaviour is very bad towards to employees,NEGATIVE,-0.5,AMBIGUOUS,,Tele Caller,Customer care executive Department,2 Mar 2022
1.0,1.0,-1,Nothing at all. It was the worst decision of my life to join LG Electronics,NEGATIVE,-1.0,Everything. The super abusive work environment. The uncultured seniors. The zero work life balance and no work ethics. People in LG should learn corporate behavior. A person from a decent family background will never be able to work in this company. Slang using your mother sister keeps going on in the office.,NEGATIVE,-1.0,nothing at all. it was the worst decision of my life to join lg electronics everything. the super abusive work environment. the uncultured seniors. the zero work life balance and no work ethics. people in lg should learn corporate behavior. a person from a decent family background will never be able to work in this company. slang using your mother sister keeps going on in the office.,NEGATIVE,-1.0,GENUINE,,Branch Marketing Manager,Marketing Department,1 May 2019
4.0,4.0,1,Good,POSITIVE,1.0,"But, parson to parson vary, Tl (Vikash)same time, mileg to manager,  who is my competitor,",NEGATIVE,-1.0,"good but, parson to parson vary, tl (vikash)same time, mileg to manager, who is my competitor,",POSITIVE,0.25,GENUINE,,Sales Executive,Ssc Department,5 Nov 2019
5.0,5.0,1,Learning is very good,POSITIVE,1.0,Reporting work high,POSITIVE,1.0,learning is very good reporting work high,POSITIVE,0.5,GENUINE,,Manager,Production & Manufacturing Department,0 May 2019
5.0,5.0,1,"the company is open to inovation and readily adopt latest technology. i love the fact that i am a part of a team that market reliable , high quality roduct and trusted customer. another plus point  is that my colleagues come from varios cultural backgrounds, and we work happily in collaabration. i also like the employee rehire policy here.",POSITIVE,1.0,"compensation is decent, but growth is slow. the work pressure is very high.",NEGATIVE,-1.0,"the company is open to inovation and readily adopt latest technology. i love the fact that i am a part of a team that market reliable , high quality roduct and trusted customer. another plus point is that my colleagues come from varios cultural backgrounds, and we work happily in collaabration. i also like the employee rehire policy here. compensation is decent, but growth is slow. the work pressure is very high.",POSITIVE,0.25,GENUINE,,Sales Executive,Sd Department,3 Jan 2020
4.0,4.0,1,"Responsibility ,Target date , purchasing planning, Quike action & most important corporate job",POSITIVE,1.0,"Low salary for training engineer ,politics",NEGATIVE,-1.0,"responsibility ,target date , purchasing planning, quike action most important corporate job low salary for training engineer ,politics",POSITIVE,0.25,GENUINE,,Engineer Trainee,Procurement & Purchase Department,9 Feb 2019
5.0,5.0,1,very good,POSITIVE,1.0,no,NEGATIVE,-1.0,very good no,NEUTRAL,0.0,AMBIGUOUS,,Manager,"Operations, Maintenance & Support Department",0 Jun 2019
4.0,4.0,1,Iam service engineer at LG electronics central Africa gabon..,NEGATIVE,-1.0,"LG is a leader in consumer durable industry, hence gives you immense status socially.
People here are quite good young, enthusiast at times you get good atmosphere.",POSITIVE,1.0,"iam service engineer at lg electronics central africa gabon.. lg is a leader in consumer durable industry, hence gives you immense status socially. people here are quite good young, enthusiast at times you get good atmosphere.",POSITIVE,0.5,GENUINE,,Service Manager,Voice / Blended Department,2 Oct 2019
4.0,4.0,1,"The salary structure for college recruits is quite poor, work life balance is zero. IT infrastructure is really poor.",NEGATIVE,-1.0,"Good company ,working environment ,culture is all good",POSITIVE,1.0,"the salary structure for college recruits is quite poor, work life balance is zero. it infrastructure is really poor. good company ,working environment ,culture is all good",NEUTRAL,0.0,AMBIGUOUS,,Branch Marketing Manager,Marketing Department,0 Nov 2018
5.0,5.0,1,Not a job satisfaction,NEGATIVE,-1.0,Lg  training session is very good,POSITIVE,1.0,not a job satisfaction lg training session is very good,POSITIVE,0.25,GENUINE,,Associated Member,"Operations, Maintenance & Support Department",4 Mar 2019
1.0,1.0,-1,Under authorised service no future and job security many time you face misbehaving with senior,NEGATIVE,-1.0,TIME TO TIME NEW PRODUCTS INNOVATION..,POSITIVE,1.0,under authorised service no future and job security many time you face misbehaving with senior time to time new products innovation..,NEUTRAL,0.0,AMBIGUOUS,,Customer Support Engineer/technician,Hardware Department,9 Mar 2019
5.0,5.0,1,NO ANY THING..,NEGATIVE,-1.0,"Excellent work enviroment, master of innovations",POSITIVE,1.0,"no any thing.. excellent work enviroment, master of innovations",NEUTRAL,0.0,AMBIGUOUS,,Dso,Marketing Department,2 Mar 2019
5.0,5.0,1,Nothing,NEGATIVE,-1.0,working atmosphere and senior is very supportive and cool,POSITIVE,1.0,nothing working atmosphere and senior is very supportive and cool,NEUTRAL,0.0,AMBIGUOUS,,Store Sales Executive,Enterprise & B2B Sales Department,8 May 2018
4.0,4.0,1,Knowledge,POSITIVE,1.0,Pressure is too high,NEGATIVE,-1.0,knowledge pressure is too high,POSITIVE,0.25,GENUINE,,Team Leader,Service Delivery Department,8 May 2023
5.0,5.0,1,I like to word with this company...and I proud to be that to work in this company.,POSITIVE,1.0,Too much  Pressure only for too much pressure.... But it's is very helpful for life.,POSITIVE,1.0,i like to word with this company...and i proud to be that to work in this company. too much pressure only for too much pressure.... but it's is very helpful for life.,POSITIVE,0.75,GENUINE,,Executive,,6 Jun 2020
5.0,5.0,1,It's my pleasure,POSITIVE,1.0,Good experience,POSITIVE,1.0,it's my pleasure good experience,POSITIVE,0.75,GENUINE,,Store Sales Executive,Retail & B2C Sales Department,5 Dec 2018
4.0,4.0,1,Its very good,POSITIVE,1.0,Nope nothing,NEGATIVE,-1.0,its very good nope nothing,NEGATIVE,-0.25,INCONSISTENT,,Deputy Manager -Sales  Marketing,Sales Department,7 Jun 2020
4.0,4.0,1,??,NEGATIVE,-1.0,"The work pressure is very high. Sometimes, I have to work 14-18 hours straight in a day as I have to attend client calls in the evening and sometimes late into the night",NEGATIVE,-1.0,"?? the work pressure is very high. sometimes, i have to work 14-18 hours straight in a day as i have to attend client calls in the evening and sometimes late into the night",NEGATIVE,-0.5,INCONSISTENT,,Graduate Engineer Trainee,,9 Dec 2019
5.0,5.0,1,Working environment is good but work pressar is very high,POSITIVE,1.0,Very politics,NEGATIVE,-1.0,working environment is good but work pressar is very high very politics,NEUTRAL,0.0,AMBIGUOUS,,Sales Executive,Retail & B2C Sales Department,1 Apr 2020
5.0,5.0,1,Is good,POSITIVE,1.0,Compensation is very low growth is slow  mainly work pressure is very high. As per head office instructions we are happy but my marketing manager say everything to me only unwanted reports he want,NEGATIVE,-1.0,is good compensation is very low growth is slow mainly work pressure is very high. as per head office instructions we are happy but my marketing manager say everything to me only unwanted reports he want,NEUTRAL,0.0,AMBIGUOUS,,Branch Product Trainer,Manager  Department,7 Feb 2019
5.0,5.0,1,"Job Security,work culture,company policies all",POSITIVE,1.0,Always learn new things,POSITIVE,1.0,"job security,work culture,company policies all always learn new things",POSITIVE,1.0,GENUINE,,Supervisor,Supervisors Department,7 Mar 2022
4.0,4.0,1,Company do not believe the ground reality,NEGATIVE,-1.0,It's a good company  I had enjoyed myself working with LG company.,POSITIVE,1.0,company do not believe the ground reality it's a good company i had enjoyed myself working with lg company.,NEGATIVE,-0.25,INCONSISTENT,,Product Manager,,9 May 2019
5.0,5.0,1,Targets are to high  compare to shop.,NEGATIVE,-1.0,Recognition irrespective of experience.,POSITIVE,1.0,targets are to high compare to shop. recognition irrespective of experience.,POSITIVE,0.5,GENUINE,,Sales Executive,Retail & B2C Sales Department,2 Dec 2019
3.0,3.0,0,Work life balance,POSITIVE,1.0,My teammates are the only ones I like it there. We were working great on duty and caring about others off duty. There was nothing like I am their Superior and they are my inferiors. Every goal we tried to achieve together.,POSITIVE,1.0,work life balance my teammates are the only ones i like it there. we were working great on duty and caring about others off duty. there was nothing like i am their superior and they are my inferiors. every goal we tried to achieve together.,POSITIVE,0.75,AMBIGUOUS,,Branch Manager,Sales Department,4 Mar 2019
4.0,4.0,1,"The management was horrible, especially at the time of giving salaries. They expect us to follow time but they forget to credit salaries in time. They request to work overtime at seasons but they never paid a single penny. They don't even grant a leave at the time of urgency. They also forget their promises they made.",NEGATIVE,-1.0,Wrong company to choose of you think about long term career growth,NEGATIVE,-1.0,"the management was horrible, especially at the time of giving salaries. they expect us to follow time but they forget to credit salaries in time. they request to work overtime at seasons but they never paid a single penny. they don't even grant a leave at the time of urgency. they also forget their promises they made. wrong company to choose of you think about long term career growth",NEGATIVE,-1.0,INCONSISTENT,,Customer Care Officer,After sales service Department,4 May 2019
1.0,1.0,-1,"Office timing..incentive scheme,Hr policy",NEUTRAL,0.0,Agression in working and structured way of working,POSITIVE,1.0,"office timing..incentive scheme,hr policy agression in working and structured way of working",POSITIVE,0.5,INCONSISTENT,,Senior Executive II  Product Area Manager. Of VRF  Package  Unit System Air Conditioining Division,Construction Engineering Department,1 Jan 2019
4.0,4.0,1,Little pressure was there for target achievment,NEGATIVE,-1.0,Work culture,POSITIVE,1.0,little pressure was there for target achievment work culture,POSITIVE,0.25,GENUINE,,Deputy Manager,,5 May 2021
5.0,5.0,1,Nothing,NEGATIVE,-1.0,One of best company to work,POSITIVE,1.0,nothing one of best company to work,NEUTRAL,0.0,AMBIGUOUS,,Sales Officer,Enterprise & B2B Sales Department,1 May 2019
5.0,5.0,1,I like sellery or faceltice,NEGATIVE,-1.0,Not dislike,POSITIVE,1.0,i like sellery or faceltice not dislike,POSITIVE,0.25,GENUINE,,Trainee,First Department,4 Jul 2019
4.0,4.0,1,"There are a very helpful team to support every time, salary are paid on time for travel company provide their cab and meal",POSITIVE,1.0,There are some pressure only season wise and festivals time,NEGATIVE,-1.0,"there are a very helpful team to support every time, salary are paid on time for travel company provide their cab and meal there are some pressure only season wise and festivals time",POSITIVE,0.5,GENUINE,,Tele Executive,Dealer desk  Department,5 Feb 2019
1.0,1.0,-1,"I really like LG company. Culture and progress rate Till now. . LG make my life real good.  I achive my dreams and handle real life way ahead then i expected earlier.  
Thank you . 
LG. (life good)",POSITIVE,1.0,To selling discel to customer forcefully.  By order of upper hands.,NEGATIVE,-1.0,i really like lg company. culture and progress rate till now. . lg make my life real good. i achive my dreams and handle real life way ahead then i expected earlier. thank you . lg. (life good) to selling discel to customer forcefully. by order of upper hands.,POSITIVE,1.0,INCONSISTENT,,Technicion,Software Development Department,1 Oct 2019
5.0,5.0,1,"I am machanicle  job to working, my persent to salary 25 thousand rupees my life to working production  engg.  ,,,,,,,,,,etc",NEGATIVE,-1.0,I am machanicle to working,NEGATIVE,-1.0,"i am machanicle job to working, my persent to salary 25 thousand rupees my life to working production engg. ,,,,,,,,,,etc i am machanicle to working",NEUTRAL,0.0,AMBIGUOUS,,Demo Engineer,IS eng* Department,4 Oct 2018
5.0,5.0,1,Lot of learning and technical things,POSITIVE,1.0,Dominating nature of koreans,POSITIVE,1.0,lot of learning and technical things dominating nature of koreans,POSITIVE,0.75,GENUINE,,Production Engineer,P. E. Department,3 Mar 2019
4.0,4.0,1,System and Process is good,POSITIVE,1.0,Work life balance and Culture of Specific Branch,POSITIVE,1.0,system and process is good work life balance and culture of specific branch,POSITIVE,0.5,GENUINE,,Assistant Production Manager,Engineering Department,1 May 2022
2.0,2.0,-1,LG is best best 👌,POSITIVE,1.0,Good,POSITIVE,1.0,lg is best best good,POSITIVE,0.75,INCONSISTENT,,Branch Service Manager,Customer Service Department,0 Nov 2022
3.0,3.0,0,"Growth, salary, travel, learning",POSITIVE,1.0,Work life balance,POSITIVE,1.0,"growth, salary, travel, learning work life balance",POSITIVE,0.75,AMBIGUOUS,,Temporary Sales Executive,Accounting & Taxation Department,5 May 2019
3.0,3.0,0,"Tough the company's SOP are good but there are certain TL within the PG category who not able to drive the company in correct manner.Anonomous target which is normally trade does not accepted it, hire & fire rule.More traget set who is achieving indivisual to degrade his ranking.First & foremost HR should more visilant about balance of employees targets set within the zone/branch.",NEGATIVE,-1.0,"There is no work life balance in LG way.inspite of given growth is revenues to zone during appraisal my supervisor ranked me very low, even least bothered to discussed .stopped my promotion & growth.always named as its part of sytem analysis.",NEGATIVE,-1.0,"tough the company's sop are good but there are certain tl within the pg category who not able to drive the company in correct manner.anonomous target which is normally trade does not accepted it, hire fire rule.more traget set who is achieving indivisual to degrade his ranking.first foremost hr should more visilant about balance of employees targets set within the zone/branch. there is no work life balance in lg way.inspite of given growth is revenues to zone during appraisal my supervisor ranked me very low, even least bothered to discussed .stopped my promotion growth.always named as its part of sytem analysis.",NEGATIVE,-0.5,AMBIGUOUS,,Manager Hvac,Construction Engineering Department,7 Jun 2019
3.0,3.0,0,Lg learnts you lot,POSITIVE,1.0,Work life balance not in Lg,POSITIVE,1.0,lg learnts you lot work life balance not in lg,POSITIVE,0.5,AMBIGUOUS,,Deputy Manager Sales,BD / Pre Sales Department,2 Apr 2019
5.0,5.0,1,Best,POSITIVE,1.0,Work life,POSITIVE,1.0,best work life,POSITIVE,1.0,GENUINE,,Seles Officer,Sale Department,8 Jun 2019
5.0,5.0,1,Very good company,POSITIVE,1.0,No issues,POSITIVE,1.0,very good company no issues,POSITIVE,0.5,GENUINE,,Sales Girl,Sales Support & Operations Department,3 Jun 2023
5.0,5.0,1,Terrible to work,NEGATIVE,-1.0,Good,POSITIVE,1.0,terrible to work good,NEGATIVE,-0.25,INCONSISTENT,,ITi Coe  Cors Completed,Engineer  Department,1 Nov 2019
1.0,1.0,-1,Work Life & Personal Life Balance,POSITIVE,1.0,Excellent Team Support,POSITIVE,1.0,work life personal life balance excellent team support,POSITIVE,0.75,INCONSISTENT,,Accountant CAO,Voice / Blended Department,0 May 2019
5.0,5.0,1,Limited Growth for this DSO Post,NEGATIVE,-1.0,Good,POSITIVE,1.0,limited growth for this dso post good,NEUTRAL,0.0,AMBIGUOUS,,Branch Product Trainer,,3 Nov 2019
3.0,3.0,0,Security of money and compensation,POSITIVE,1.0,Work load and target,NEGATIVE,-1.0,security of money and compensation work load and target,POSITIVE,1.0,AMBIGUOUS,,Trainee,Construction Engineering Department,6 Feb 2019
1.0,1.0,-1,Dulsco is very poor and 0% literacy management wich was One of listed person Mr Clide Mazumdar and Wasim Hr Shibu Hr,NEGATIVE,-1.0,this is Man power supply Company from Dubai based it is. But Overall this company seriously it's not for future zentrix ...,NEGATIVE,-1.0,dulsco is very poor and 0 literacy management wich was one of listed person mr clide mazumdar and wasim hr shibu hr this is man power supply company from dubai based it is. but overall this company seriously it's not for future zentrix ...,NEGATIVE,-1.0,GENUINE,,Sales Merchandiser,,7 Nov 2018
5.0,5.0,1,The company is very open to innovation and technology.It has large research and development centre in the world,POSITIVE,1.0,It has target of premium.customers and dont focus on rural areas customers and if we talk about casual.employees salary that is very low salary it has to be increase,NEGATIVE,-1.0,the company is very open to innovation and technology.it has large research and development centre in the world it has target of premium.customers and dont focus on rural areas customers and if we talk about casual.employees salary that is very low salary it has to be increase,POSITIVE,0.5,GENUINE,,Area Team Leader,Sales Support & Operations Department,1 Aug 2018
4.0,4.0,1,Best company for career growth,POSITIVE,1.0,Nothying like anything,NEUTRAL,0.0,best company for career growth nothying like anything,NEUTRAL,0.0,AMBIGUOUS,,Regional Sales Officer,BD / Pre Sales Department,7 Mar 2019
5.0,5.0,1,Over all ok,POSITIVE,1.0,Family life,POSITIVE,1.0,over all ok family life,POSITIVE,0.25,GENUINE,,Area Service Manager,Service Delivery Department,9 Mar 2019
4.0,4.0,1,Its a great opportunity to work in LG. So many pressure that learning me handling and so many training and exam is just growing my skill.,POSITIVE,1.0,Nothing...just medium salary ...,NEGATIVE,-1.0,its a great opportunity to work in lg. so many pressure that learning me handling and so many training and exam is just growing my skill. nothing...just medium salary ...,POSITIVE,0.25,GENUINE,,Service Engineer And Team Leader,Non Voice Department,6 Mar 2019
3.0,3.0,0,Salary and incentives are good.,POSITIVE,1.0,Anywhere they can transfer. In single month they can transfer as per their requirements. And sale pressure too much.. After sold the products it will update the base price only not on selling price. So very tuff to achieve targets.,NEGATIVE,-1.0,salary and incentives are good. anywhere they can transfer. in single month they can transfer as per their requirements. and sale pressure too much.. after sold the products it will update the base price only not on selling price. so very tuff to achieve targets.,NEGATIVE,-0.25,AMBIGUOUS,,Senior Sales Executive,BD / Pre Sales Department,6 Dec 2018
5.0,5.0,1,Office culture and company policy,POSITIVE,1.0,Nothing specifics for disliking,NEGATIVE,-1.0,office culture and company policy nothing specifics for disliking,NEUTRAL,0.0,AMBIGUOUS,,Commercial Executive,,1 Nov 2021
5.0,5.0,1,"The company is open to innovation and readily adpots latest technology.i love the fact that i am part of a team that markest reliable and high quality products has global.
But i wanna more high responsibilities and good profile and i am ready to every goal achievement.",POSITIVE,1.0,Compensation is decent but growth is slow.the work pressure is very high.i have to work 14 hours straight in a day but managers do not valuean individuals unique strengths.i do receive appreciation emails from customersbut mostly go unnoticed during my mid year appraisals.,NEGATIVE,-1.0,the company is open to innovation and readily adpots latest technology.i love the fact that i am part of a team that markest reliable and high quality products has global. but i wanna more high responsibilities and good profile and i am ready to every goal achievement. compensation is decent but growth is slow.the work pressure is very high.i have to work 14 hours straight in a day but managers do not valuean individuals unique strengths.i do receive appreciation emails from customersbut mostly go unnoticed during my mid year appraisals.,POSITIVE,0.5,GENUINE,,Senior Engineer,,1 Mar 2018
5.0,5.0,1,It provided meal which is very nice for a full time worker,POSITIVE,1.0,"High pressure 
Less salary",NEGATIVE,-1.0,it provided meal which is very nice for a full time worker high pressure less salary,NEUTRAL,0.0,AMBIGUOUS,,Electronics Engineer,,8 Sep 2019
3.0,3.0,0,The company is really work on new technology. I am part of team which members are very helpful and friendly.,POSITIVE,1.0,Work pressure is high,NEGATIVE,-1.0,the company is really work on new technology. i am part of team which members are very helpful and friendly. work pressure is high,POSITIVE,0.5,AMBIGUOUS,,Tele Caller,Calling Department,5 Jan 2019
5.0,5.0,1,Team mates,POSITIVE,1.0,Job security,POSITIVE,1.0,team mates job security,POSITIVE,0.5,GENUINE,,Seals Executive,"Trading, Asset & Wealth Management Department",4 Sep 2018
5.0,5.0,1,Green grass is shown then a horrible desert,NEGATIVE,-1.0,A lot was promised and spoken when interview was taken but the harsh reality is I still ponder what exactly is my KPI. Its really unfortunate to say and see how few 'inhibitors' and low intellect people play with one's career,NEGATIVE,-1.0,green grass is shown then a horrible desert a lot was promised and spoken when interview was taken but the harsh reality is i still ponder what exactly is my kpi. its really unfortunate to say and see how few 'inhibitors' and low intellect people play with one's career,NEGATIVE,-0.75,INCONSISTENT,,Graduate Engineer Trainee,,9 Oct 2018
3.0,3.0,0,There are so many benefits in LG co. Co. coleagues are very coperative and u can updated your skills day by day in this company.,POSITIVE,1.0,According to my thinking LG company not promoted their own coleagues. These thing i dislike. The Salary is too less according to working.,NEGATIVE,-1.0,there are so many benefits in lg co. co. coleagues are very coperative and u can updated your skills day by day in this company. according to my thinking lg company not promoted their own coleagues. these thing i dislike. the salary is too less according to working.,POSITIVE,0.25,AMBIGUOUS,,Supervisor And Merchandiser,Marketing Department,9 Sep 2018
4.0,4.0,1,Here in company I have learnt a lot things which helps me in my future jobs. working here helps in better communication and helps in making solutions instantly for problems. a company for greater growth and achieving our goals professionally as well as personal.,POSITIVE,1.0,"In my opinion every company or industry negative environment comes out to us where it is our and only our decision makes our career and future. facing problems, difficulties and accepting challenges makes us better.",POSITIVE,1.0,"here in company i have learnt a lot things which helps me in my future jobs. working here helps in better communication and helps in making solutions instantly for problems. a company for greater growth and achieving our goals professionally as well as personal. in my opinion every company or industry negative environment comes out to us where it is our and only our decision makes our career and future. facing problems, difficulties and accepting challenges makes us better.",POSITIVE,0.5,GENUINE,,Service Manager,Voice / Blended Department,9 Mar 2018
3.0,3.0,0,Decisuon makining in tough situations.,NEGATIVE,-1.0,Work life balance culture people matality,POSITIVE,1.0,decisuon makining in tough situations. work life balance culture people matality,NEUTRAL,0.0,AMBIGUOUS,,Design Engineer,Engineering & Manufacturing Department,7 Mar 2019
1.0,1.0,-1,Travel,POSITIVE,1.0,"If you can work under terrible work pressure then this is your company.. No one will praise if you achieve something..Even variable bonus is getting contracted evey year.. 
Choose only if you want to a good brand name in your CV..",NEGATIVE,-1.0,travel if you can work under terrible work pressure then this is your company.. no one will praise if you achieve something..even variable bonus is getting contracted evey year.. choose only if you want to a good brand name in your cv..,NEGATIVE,-0.25,GENUINE,,Area Sales Manager,Enterprise & B2B Sales Department,6 Jul 2018
5.0,5.0,1,compny culture and overall team work,POSITIVE,1.0,no growth here,NEGATIVE,-1.0,compny culture and overall team work no growth here,NEGATIVE,-0.25,INCONSISTENT,,QA TM,"Operations, Maintenance & Support Department",4 Feb 2019
4.0,4.0,1,You get a lot of perks working there which balances out the extra time they take from your life,POSITIVE,1.0,"Its really workholic enviornment , to much stress due to long working hours",NEGATIVE,-1.0,"you get a lot of perks working there which balances out the extra time they take from your life its really workholic enviornment , to much stress due to long working hours",POSITIVE,0.25,GENUINE,,Branch Marketing Manager,Marketing Department,7 Mar 2021
5.0,5.0,1,Very nice,POSITIVE,1.0,Nil,NEUTRAL,0.0,very nice nil,NEUTRAL,0.0,AMBIGUOUS,,Administrative Executive,Banking Operations Department,1 Jan 2019
3.0,3.0,0,Excellent,POSITIVE,1.0,Work timming issue,NEGATIVE,-1.0,excellent work timming issue,POSITIVE,0.5,AMBIGUOUS,,Computer Operator,Accounting & Taxation Department,2 Oct 2019
5.0,5.0,1,LG Electronics adopt a new technology every year this is very good step to adopt & manage the market,POSITIVE,1.0,Growth is slow according education & skill,NEGATIVE,-1.0,lg electronics adopt a new technology every year this is very good step to adopt manage the market growth is slow according education skill,POSITIVE,0.25,GENUINE,,Sales Executive/officer,Enterprise & B2B Sales Department,1 Nov 2018
5.0,5.0,1,"Career Growth, Good Salary , Available Work Job, Total Experience is Wonderful in My life",POSITIVE,1.0,Nothing dislike Work in lG Electronics,POSITIVE,1.0,"career growth, good salary , available work job, total experience is wonderful in my life nothing dislike work in lg electronics",POSITIVE,1.0,GENUINE,,Sales Executive,Retail & B2C Sales Department,7 Jun 2019
1.0,1.0,-1,I like it Lg,POSITIVE,1.0,Will make you learn lots....how to work in market & trade.,POSITIVE,1.0,i like it lg will make you learn lots....how to work in market trade.,POSITIVE,1.0,INCONSISTENT,,"Graduate Engineer Trainee In Procurement Sourcing Dept. At Lg Electronics , Pune",Wmc quality Department,4 Sep 2019
4.0,4.0,1,Yearly Increments from last some yeas are not good.,NEGATIVE,-1.0,Work environment was very good at LG Electronics,POSITIVE,1.0,yearly increments from last some yeas are not good. work environment was very good at lg electronics,NEUTRAL,0.0,AMBIGUOUS,,Area Manager,Retail & B2C Sales Department,0 Oct 2018
5.0,5.0,1,It was my Trainee period & it was valid for 1 year only,NEGATIVE,-1.0,Fantastic,POSITIVE,1.0,it was my trainee period it was valid for 1 year only fantastic,NEUTRAL,0.0,AMBIGUOUS,,Purchase Engineer,Manufacturing Engineering  Department,1 Dec 2018
5.0,5.0,1,About employee benefits,POSITIVE,1.0,The company is open to innovation and readily adopts latest technology.,POSITIVE,1.0,about employee benefits the company is open to innovation and readily adopts latest technology.,POSITIVE,0.75,GENUINE,,Sales Executive/officer,,3 Feb 2019
5.0,5.0,1,Work life ballace,POSITIVE,1.0,"It is a pity that i am working on the contract basis. If i work as an employee of lg than i feel best myself. Teammates are helpfull, our HOD gives us traning, job is not secure due to contractual job, i have achived many skills in this compny, salary is sufficiant according to my satisfactory.",NEGATIVE,-1.0,"work life ballace it is a pity that i am working on the contract basis. if i work as an employee of lg than i feel best myself. teammates are helpfull, our hod gives us traning, job is not secure due to contractual job, i have achived many skills in this compny, salary is sufficiant according to my satisfactory.",NEUTRAL,0.0,AMBIGUOUS,,Ac Technician,Hap Department,0 Oct 2019
5.0,5.0,1,Nothing else.,NEGATIVE,-1.0,All employees are free minded.,POSITIVE,1.0,nothing else. all employees are free minded.,NEUTRAL,0.0,AMBIGUOUS,,Service Engineer,"Operations, Maintenance & Support Department",1 Dec 2018
5.0,5.0,1,C&F are not too good,NEGATIVE,-1.0,Great company l.g soo good,POSITIVE,1.0,c f are not too good great company l.g soo good,POSITIVE,0.5,GENUINE,,Technician Tool Room,"Operations, Maintenance & Support Department",3 Jul 2018
5.0,5.0,1,Air conditioner,POSITIVE,1.0,Lg brand is good brand it services r good,POSITIVE,1.0,air conditioner lg brand is good brand it services r good,POSITIVE,0.5,GENUINE,,Data Entry Operator,SCM Department,0 Jan 2019
5.0,5.0,1,All The Staff Are Supportive.for fresher it is a great platform to learn new things.working environment is too good.LG offer good salary of package.,POSITIVE,1.0,First six months of year work pressure is too high.sometime work for late night so not spend time with family.,NEGATIVE,-1.0,all the staff are supportive.for fresher it is a great platform to learn new things.working environment is too good.lg offer good salary of package. first six months of year work pressure is too high.sometime work for late night so not spend time with family.,NEUTRAL,0.0,AMBIGUOUS,,Hardware Testing Engineer,,5 Dec 2018
5.0,5.0,1,"Its really completed 5 yeara on LG with lots of experiance and learned the way of working in market , and customers",POSITIVE,1.0,My location of working where I handle my dealers was not that much good by other areas that we have.,NEGATIVE,-1.0,"its really completed 5 yeara on lg with lots of experiance and learned the way of working in market , and customers my location of working where i handle my dealers was not that much good by other areas that we have.",POSITIVE,0.5,GENUINE,,Senior Sales Executive,Marketing Department,9 Jul 2019
4.0,4.0,1,Good product  good company for me my family based on this company.,POSITIVE,1.0,After duty hours night time emergency work,NEGATIVE,-1.0,good product good company for me my family based on this company. after duty hours night time emergency work,NEGATIVE,-0.25,INCONSISTENT,,Refrigeration Operator,Refrigertion Department,2 May 2019
5.0,5.0,1,No doubt the company is very good but the management is just next to worst.,NEGATIVE,-1.0,The management.,POSITIVE,1.0,no doubt the company is very good but the management is just next to worst. the management.,POSITIVE,0.25,GENUINE,,Service Engineer,"Operations, Maintenance & Support Department",5 Jan 2019
1.0,1.0,-1,I am gain very well exprience in this company. It bought me of my life aims.,POSITIVE,1.0,No,NEGATIVE,-1.0,i am gain very well exprience in this company. it bought me of my life aims. no,NEUTRAL,0.0,AMBIGUOUS,,Senior Hr Executive,Operations Support Department,7 Jan 2019
5.0,5.0,1,India me sbse no.1 brand h lg,POSITIVE,1.0,Nothing,NEGATIVE,-1.0,india me sbse no.1 brand h lg nothing,NEUTRAL,0.0,AMBIGUOUS,,Sales Officer,Retail & B2C Sales Department,8 Nov 2018
